Kommune;Indikator;Indikator_Original;Einheit;Jahr;Wert;Dateiname
Dortmund, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Supermarkt;Wohnungsnahe Grundversorgung - Supermarkt (Meter);Meter;2017;;dortmund_Wohnungsnaher_Supermarkt.csv
Dortmund, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Supermarkt;Wohnungsnahe Grundversorgung - Supermarkt (Meter);Meter;2018;;dortmund_Wohnungsnaher_Supermarkt.csv
Dortmund, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Supermarkt;Wohnungsnahe Grundversorgung - Supermarkt (Meter);Meter;2019;;dortmund_Wohnungsnaher_Supermarkt.csv
Dortmund, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Supermarkt;Wohnungsnahe Grundversorgung - Supermarkt (Meter);Meter;2020;;dortmund_Wohnungsnaher_Supermarkt.csv
Dortmund, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Supermarkt;Wohnungsnahe Grundversorgung - Supermarkt (Meter);Meter;2021;487.0;dortmund_Wohnungsnaher_Supermarkt.csv
Dortmund, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Supermarkt;Wohnungsnahe Grundversorgung - Supermarkt (Meter);Meter;2022;;dortmund_Wohnungsnaher_Supermarkt.csv
Dortmund, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Supermarkt;Wohnungsnahe Grundversorgung - Supermarkt (Meter);Meter;2023;;dortmund_Wohnungsnaher_Supermarkt.csv
Düsseldorf, kreisfreie Stadt;Abwasserbehandlung;Abwasserbehandlung (%);%;2016;;duesseldorf_Abwasserbehandlung.csv
Düsseldorf, kreisfreie Stadt;Abwasserbehandlung;Abwasserbehandlung (%);%;2017;;duesseldorf_Abwasserbehandlung.csv
Düsseldorf, kreisfreie Stadt;Abwasserbehandlung;Abwasserbehandlung (%);%;2018;;duesseldorf_Abwasserbehandlung.csv
Düsseldorf, kreisfreie Stadt;Abwasserbehandlung;Abwasserbehandlung (%);%;2019;100.0;duesseldorf_Abwasserbehandlung.csv
Düsseldorf, kreisfreie Stadt;Abwasserbehandlung;Abwasserbehandlung (%);%;2020;100.0;duesseldorf_Abwasserbehandlung.csv
Düsseldorf, kreisfreie Stadt;Abwasserbehandlung;Abwasserbehandlung (%);%;2021;100.0;duesseldorf_Abwasserbehandlung.csv
Düsseldorf, kreisfreie Stadt;Abwasserbehandlung;Abwasserbehandlung (%);%;2022;100.0;duesseldorf_Abwasserbehandlung.csv
Düsseldorf, kreisfreie Stadt;Abwasserbehandlung;Abwasserbehandlung (%);%;2023;100.0;duesseldorf_Abwasserbehandlung.csv
Düsseldorf, kreisfreie Stadt;Altersarmut;Altersarmut (%);%;2016;7.6;duesseldorf_Altersarmut.csv
Düsseldorf, kreisfreie Stadt;Altersarmut;Altersarmut (%);%;2017;7.8;duesseldorf_Altersarmut.csv
Düsseldorf, kreisfreie Stadt;Altersarmut;Altersarmut (%);%;2018;8.0;duesseldorf_Altersarmut.csv
Düsseldorf, kreisfreie Stadt;Altersarmut;Altersarmut (%);%;2019;8.0;duesseldorf_Altersarmut.csv
Düsseldorf, kreisfreie Stadt;Altersarmut;Altersarmut (%);%;2020;8.1;duesseldorf_Altersarmut.csv
Düsseldorf, kreisfreie Stadt;Altersarmut;Altersarmut (%);%;2021;8.2;duesseldorf_Altersarmut.csv
Düsseldorf, kreisfreie Stadt;Altersarmut;Altersarmut (%);%;2022;9.0;duesseldorf_Altersarmut.csv
Düsseldorf, kreisfreie Stadt;Altersarmut;Altersarmut (%);%;2023;9.0;duesseldorf_Altersarmut.csv
Düsseldorf, kreisfreie Stadt;Beschäftigungsquote;Beschäftigungsquote (%);%;2016;56.1;duesseldorf_Beschaeftigungsquote.csv
Düsseldorf, kreisfreie Stadt;Beschäftigungsquote;Beschäftigungsquote (%);%;2017;57.4;duesseldorf_Beschaeftigungsquote.csv
Düsseldorf, kreisfreie Stadt;Beschäftigungsquote;Beschäftigungsquote (%);%;2018;58.5;duesseldorf_Beschaeftigungsquote.csv
Düsseldorf, kreisfreie Stadt;Beschäftigungsquote;Beschäftigungsquote (%);%;2019;59.7;duesseldorf_Beschaeftigungsquote.csv
Düsseldorf, kreisfreie Stadt;Beschäftigungsquote;Beschäftigungsquote (%);%;2020;59.9;duesseldorf_Beschaeftigungsquote.csv
Düsseldorf, kreisfreie Stadt;Beschäftigungsquote;Beschäftigungsquote (%);%;2021;61.0;duesseldorf_Beschaeftigungsquote.csv
Düsseldorf, kreisfreie Stadt;Beschäftigungsquote;Beschäftigungsquote (%);%;2022;61.7;duesseldorf_Beschaeftigungsquote.csv
Düsseldorf, kreisfreie Stadt;Beschäftigungsquote;Beschäftigungsquote (%);%;2023;61.8;duesseldorf_Beschaeftigungsquote.csv
Düsseldorf, kreisfreie Stadt;Breitbandversorgung - Private Haushalte;Breitbandversorgung - Private Haushalte (%);%;2016;;duesseldorf_Breitbandversorgung_Haushalte.csv
Düsseldorf, kreisfreie Stadt;Breitbandversorgung - Private Haushalte;Breitbandversorgung - Private Haushalte (%);%;2017;93.6;duesseldorf_Breitbandversorgung_Haushalte.csv
Düsseldorf, kreisfreie Stadt;Breitbandversorgung - Private Haushalte;Breitbandversorgung - Private Haushalte (%);%;2018;;duesseldorf_Breitbandversorgung_Haushalte.csv
Düsseldorf, kreisfreie Stadt;Breitbandversorgung - Private Haushalte;Breitbandversorgung - Private Haushalte (%);%;2019;;duesseldorf_Breitbandversorgung_Haushalte.csv
Düsseldorf, kreisfreie Stadt;Breitbandversorgung - Private Haushalte;Breitbandversorgung - Private Haushalte (%);%;2020;98.6;duesseldorf_Breitbandversorgung_Haushalte.csv
Düsseldorf, kreisfreie Stadt;Breitbandversorgung - Private Haushalte;Breitbandversorgung - Private Haushalte (%);%;2021;98.7;duesseldorf_Breitbandversorgung_Haushalte.csv
Düsseldorf, kreisfreie Stadt;Breitbandversorgung - Private Haushalte;Breitbandversorgung - Private Haushalte (%);%;2022;99.7;duesseldorf_Breitbandversorgung_Haushalte.csv
Düsseldorf, kreisfreie Stadt;Breitbandversorgung - Private Haushalte;Breitbandversorgung - Private Haushalte (%);%;2023;;duesseldorf_Breitbandversorgung_Haushalte.csv
Düsseldorf, kreisfreie Stadt;Eingebürgerte im Jahr;Eingebürgerte im Jahr (%);%;2016;1.3;duesseldorf_Einbuergerungen.csv
Düsseldorf, kreisfreie Stadt;Eingebürgerte im Jahr;Eingebürgerte im Jahr (%);%;2017;1.3;duesseldorf_Einbuergerungen.csv
Düsseldorf, kreisfreie Stadt;Eingebürgerte im Jahr;Eingebürgerte im Jahr (%);%;2018;1.3;duesseldorf_Einbuergerungen.csv
Düsseldorf, kreisfreie Stadt;Eingebürgerte im Jahr;Eingebürgerte im Jahr (%);%;2019;1.2;duesseldorf_Einbuergerungen.csv
Düsseldorf, kreisfreie Stadt;Eingebürgerte im Jahr;Eingebürgerte im Jahr (%);%;2020;1.2;duesseldorf_Einbuergerungen.csv
Düsseldorf, kreisfreie Stadt;Eingebürgerte im Jahr;Eingebürgerte im Jahr (%);%;2021;1.8;duesseldorf_Einbuergerungen.csv
Düsseldorf, kreisfreie Stadt;Eingebürgerte im Jahr;Eingebürgerte im Jahr (%);%;2022;2.3;duesseldorf_Einbuergerungen.csv
Düsseldorf, kreisfreie Stadt;Eingebürgerte im Jahr;Eingebürgerte im Jahr (%);%;2023;2.0;duesseldorf_Einbuergerungen.csv
Düsseldorf, kreisfreie Stadt;Erwerbstätige Aufstocker:innen - Gesamt;Erwerbstätige Aufstocker:innen - Gesamt (%);%;2016;25.4;duesseldorf_Erwerbstaetige_Aufstockende.csv
Düsseldorf, kreisfreie Stadt;Erwerbstätige Aufstocker:innen - Gesamt;Erwerbstätige Aufstocker:innen - Gesamt (%);%;2017;25.2;duesseldorf_Erwerbstaetige_Aufstockende.csv
Düsseldorf, kreisfreie Stadt;Erwerbstätige Aufstocker:innen - Gesamt;Erwerbstätige Aufstocker:innen - Gesamt (%);%;2018;25.5;duesseldorf_Erwerbstaetige_Aufstockende.csv
Düsseldorf, kreisfreie Stadt;Erwerbstätige Aufstocker:innen - Gesamt;Erwerbstätige Aufstocker:innen - Gesamt (%);%;2019;25.5;duesseldorf_Erwerbstaetige_Aufstockende.csv
Düsseldorf, kreisfreie Stadt;Erwerbstätige Aufstocker:innen - Gesamt;Erwerbstätige Aufstocker:innen - Gesamt (%);%;2020;21.9;duesseldorf_Erwerbstaetige_Aufstockende.csv
Düsseldorf, kreisfreie Stadt;Erwerbstätige Aufstocker:innen - Gesamt;Erwerbstätige Aufstocker:innen - Gesamt (%);%;2021;23.3;duesseldorf_Erwerbstaetige_Aufstockende.csv
Düsseldorf, kreisfreie Stadt;Erwerbstätige Aufstocker:innen - Gesamt;Erwerbstätige Aufstocker:innen - Gesamt (%);%;2022;20.6;duesseldorf_Erwerbstaetige_Aufstockende.csv
Düsseldorf, kreisfreie Stadt;Erwerbstätige Aufstocker:innen - Gesamt;Erwerbstätige Aufstocker:innen - Gesamt (%);%;2023;21.4;duesseldorf_Erwerbstaetige_Aufstockende.csv
Düsseldorf, kreisfreie Stadt;Existenzgründungen;Existenzgründungen (Neuerrichtungen je 1.000 Einwohner:innen);Neuerrichtungen je 1.000 Einwohner:innen;2016;10.3;duesseldorf_Existenzgruendungen.csv
Düsseldorf, kreisfreie Stadt;Existenzgründungen;Existenzgründungen (Neuerrichtungen je 1.000 Einwohner:innen);Neuerrichtungen je 1.000 Einwohner:innen;2017;12.2;duesseldorf_Existenzgruendungen.csv
Düsseldorf, kreisfreie Stadt;Existenzgründungen;Existenzgründungen (Neuerrichtungen je 1.000 Einwohner:innen);Neuerrichtungen je 1.000 Einwohner:innen;2018;11.3;duesseldorf_Existenzgruendungen.csv
Düsseldorf, kreisfreie Stadt;Existenzgründungen;Existenzgründungen (Neuerrichtungen je 1.000 Einwohner:innen);Neuerrichtungen je 1.000 Einwohner:innen;2019;10.9;duesseldorf_Existenzgruendungen.csv
Düsseldorf, kreisfreie Stadt;Existenzgründungen;Existenzgründungen (Neuerrichtungen je 1.000 Einwohner:innen);Neuerrichtungen je 1.000 Einwohner:innen;2020;8.7;duesseldorf_Existenzgruendungen.csv
Düsseldorf, kreisfreie Stadt;Existenzgründungen;Existenzgründungen (Neuerrichtungen je 1.000 Einwohner:innen);Neuerrichtungen je 1.000 Einwohner:innen;2021;11.0;duesseldorf_Existenzgruendungen.csv
Düsseldorf, kreisfreie Stadt;Existenzgründungen;Existenzgründungen (Neuerrichtungen je 1.000 Einwohner:innen);Neuerrichtungen je 1.000 Einwohner:innen;2022;10.1;duesseldorf_Existenzgruendungen.csv
Düsseldorf, kreisfreie Stadt;Existenzgründungen;Existenzgründungen (Neuerrichtungen je 1.000 Einwohner:innen);Neuerrichtungen je 1.000 Einwohner:innen;2023;9.9;duesseldorf_Existenzgruendungen.csv
Düsseldorf, kreisfreie Stadt;Fertiggestellte Wohngebäude mit erneuerbarer Energie;Fertiggestellte Wohngebäude mit erneuerbarer Energie (%);%;2016;27.4;duesseldorf_Wohngebaeude_erneuerbare_Heizenergie.csv
Düsseldorf, kreisfreie Stadt;Fertiggestellte Wohngebäude mit erneuerbarer Energie;Fertiggestellte Wohngebäude mit erneuerbarer Energie (%);%;2017;18.5;duesseldorf_Wohngebaeude_erneuerbare_Heizenergie.csv
Düsseldorf, kreisfreie Stadt;Fertiggestellte Wohngebäude mit erneuerbarer Energie;Fertiggestellte Wohngebäude mit erneuerbarer Energie (%);%;2018;29.1;duesseldorf_Wohngebaeude_erneuerbare_Heizenergie.csv
Düsseldorf, kreisfreie Stadt;Fertiggestellte Wohngebäude mit erneuerbarer Energie;Fertiggestellte Wohngebäude mit erneuerbarer Energie (%);%;2019;27.4;duesseldorf_Wohngebaeude_erneuerbare_Heizenergie.csv
Düsseldorf, kreisfreie Stadt;Fertiggestellte Wohngebäude mit erneuerbarer Energie;Fertiggestellte Wohngebäude mit erneuerbarer Energie (%);%;2020;31.4;duesseldorf_Wohngebaeude_erneuerbare_Heizenergie.csv
Düsseldorf, kreisfreie Stadt;Fertiggestellte Wohngebäude mit erneuerbarer Energie;Fertiggestellte Wohngebäude mit erneuerbarer Energie (%);%;2021;24.4;duesseldorf_Wohngebaeude_erneuerbare_Heizenergie.csv
Düsseldorf, kreisfreie Stadt;Fertiggestellte Wohngebäude mit erneuerbarer Energie;Fertiggestellte Wohngebäude mit erneuerbarer Energie (%);%;2022;31.3;duesseldorf_Wohngebaeude_erneuerbare_Heizenergie.csv
Düsseldorf, kreisfreie Stadt;Fertiggestellte Wohngebäude mit erneuerbarer Energie;Fertiggestellte Wohngebäude mit erneuerbarer Energie (%);%;2023;34.7;duesseldorf_Wohngebaeude_erneuerbare_Heizenergie.csv
Düsseldorf, kreisfreie Stadt;Finanzmittelsaldo;Finanzmittelsaldo (Euro je Einwohner:in);Euro je Einwohner:in;2016;-414.0;duesseldorf_Finanzmittelsaldo.csv
Düsseldorf, kreisfreie Stadt;Finanzmittelsaldo;Finanzmittelsaldo (Euro je Einwohner:in);Euro je Einwohner:in;2017;1024.0;duesseldorf_Finanzmittelsaldo.csv
Düsseldorf, kreisfreie Stadt;Finanzmittelsaldo;Finanzmittelsaldo (Euro je Einwohner:in);Euro je Einwohner:in;2018;202.0;duesseldorf_Finanzmittelsaldo.csv
Düsseldorf, kreisfreie Stadt;Finanzmittelsaldo;Finanzmittelsaldo (Euro je Einwohner:in);Euro je Einwohner:in;2019;-171.0;duesseldorf_Finanzmittelsaldo.csv
Düsseldorf, kreisfreie Stadt;Finanzmittelsaldo;Finanzmittelsaldo (Euro je Einwohner:in);Euro je Einwohner:in;2020;-249.0;duesseldorf_Finanzmittelsaldo.csv
Düsseldorf, kreisfreie Stadt;Finanzmittelsaldo;Finanzmittelsaldo (Euro je Einwohner:in);Euro je Einwohner:in;2021;-304.0;duesseldorf_Finanzmittelsaldo.csv
Düsseldorf, kreisfreie Stadt;Finanzmittelsaldo;Finanzmittelsaldo (Euro je Einwohner:in);Euro je Einwohner:in;2022;42.0;duesseldorf_Finanzmittelsaldo.csv
Düsseldorf, kreisfreie Stadt;Finanzmittelsaldo;Finanzmittelsaldo (Euro je Einwohner:in);Euro je Einwohner:in;2023;226.0;duesseldorf_Finanzmittelsaldo.csv
Düsseldorf, kreisfreie Stadt;Flächeninanspruchnahme;Flächeninanspruchnahme (%);%;2016;60.6;duesseldorf_Flaecheninanspruchnahme.csv
Düsseldorf, kreisfreie Stadt;Flächeninanspruchnahme;Flächeninanspruchnahme (%);%;2017;61.2;duesseldorf_Flaecheninanspruchnahme.csv
Düsseldorf, kreisfreie Stadt;Flächeninanspruchnahme;Flächeninanspruchnahme (%);%;2018;61.2;duesseldorf_Flaecheninanspruchnahme.csv
Düsseldorf, kreisfreie Stadt;Flächeninanspruchnahme;Flächeninanspruchnahme (%);%;2019;61.2;duesseldorf_Flaecheninanspruchnahme.csv
Düsseldorf, kreisfreie Stadt;Flächeninanspruchnahme;Flächeninanspruchnahme (%);%;2020;61.6;duesseldorf_Flaecheninanspruchnahme.csv
Düsseldorf, kreisfreie Stadt;Flächeninanspruchnahme;Flächeninanspruchnahme (%);%;2021;61.7;duesseldorf_Flaecheninanspruchnahme.csv
Düsseldorf, kreisfreie Stadt;Flächeninanspruchnahme;Flächeninanspruchnahme (%);%;2022;61.7;duesseldorf_Flaecheninanspruchnahme.csv
Düsseldorf, kreisfreie Stadt;Flächeninanspruchnahme;Flächeninanspruchnahme (%);%;2023;61.7;duesseldorf_Flaecheninanspruchnahme.csv
Düsseldorf, kreisfreie Stadt;Flächennutzungsintensität;Flächennutzungsintensität (qm/Einwohner:in);qm/Einwohner:in;2016;214.8;duesseldorf_Flaechennutzungsintensitaet.csv
Düsseldorf, kreisfreie Stadt;Flächennutzungsintensität;Flächennutzungsintensität (qm/Einwohner:in);qm/Einwohner:in;2017;215.4;duesseldorf_Flaechennutzungsintensitaet.csv
Düsseldorf, kreisfreie Stadt;Flächennutzungsintensität;Flächennutzungsintensität (qm/Einwohner:in);qm/Einwohner:in;2018;214.9;duesseldorf_Flaechennutzungsintensitaet.csv
Düsseldorf, kreisfreie Stadt;Flächennutzungsintensität;Flächennutzungsintensität (qm/Einwohner:in);qm/Einwohner:in;2019;214.1;duesseldorf_Flaechennutzungsintensitaet.csv
Düsseldorf, kreisfreie Stadt;Flächennutzungsintensität;Flächennutzungsintensität (qm/Einwohner:in);qm/Einwohner:in;2020;215.8;duesseldorf_Flaechennutzungsintensitaet.csv
Düsseldorf, kreisfreie Stadt;Flächennutzungsintensität;Flächennutzungsintensität (qm/Einwohner:in);qm/Einwohner:in;2021;216.5;duesseldorf_Flaechennutzungsintensitaet.csv
Düsseldorf, kreisfreie Stadt;Flächennutzungsintensität;Flächennutzungsintensität (qm/Einwohner:in);qm/Einwohner:in;2022;213.3;duesseldorf_Flaechennutzungsintensitaet.csv
Düsseldorf, kreisfreie Stadt;Flächennutzungsintensität;Flächennutzungsintensität (qm/Einwohner:in);qm/Einwohner:in;2023;212.6;duesseldorf_Flaechennutzungsintensitaet.csv
Düsseldorf, kreisfreie Stadt;Hochqualifizierte am Arbeitsort;Hochqualifizierte am Arbeitsort (%);%;2016;23.0;duesseldorf_Hochqualifizierte_am_Arbeitsort.csv
Düsseldorf, kreisfreie Stadt;Hochqualifizierte am Arbeitsort;Hochqualifizierte am Arbeitsort (%);%;2017;24.0;duesseldorf_Hochqualifizierte_am_Arbeitsort.csv
Düsseldorf, kreisfreie Stadt;Hochqualifizierte am Arbeitsort;Hochqualifizierte am Arbeitsort (%);%;2018;25.2;duesseldorf_Hochqualifizierte_am_Arbeitsort.csv
Düsseldorf, kreisfreie Stadt;Hochqualifizierte am Arbeitsort;Hochqualifizierte am Arbeitsort (%);%;2019;26.3;duesseldorf_Hochqualifizierte_am_Arbeitsort.csv
Düsseldorf, kreisfreie Stadt;Hochqualifizierte am Arbeitsort;Hochqualifizierte am Arbeitsort (%);%;2020;27.1;duesseldorf_Hochqualifizierte_am_Arbeitsort.csv
Düsseldorf, kreisfreie Stadt;Hochqualifizierte am Arbeitsort;Hochqualifizierte am Arbeitsort (%);%;2021;28.4;duesseldorf_Hochqualifizierte_am_Arbeitsort.csv
Düsseldorf, kreisfreie Stadt;Hochqualifizierte am Arbeitsort;Hochqualifizierte am Arbeitsort (%);%;2022;29.9;duesseldorf_Hochqualifizierte_am_Arbeitsort.csv
Düsseldorf, kreisfreie Stadt;Hochqualifizierte am Arbeitsort;Hochqualifizierte am Arbeitsort (%);%;2023;30.9;duesseldorf_Hochqualifizierte_am_Arbeitsort.csv
Düsseldorf, kreisfreie Stadt;Jugendarmut;Jugendarmut (%);%;2016;18.4;duesseldorf_Jugendarmut.csv
Düsseldorf, kreisfreie Stadt;Jugendarmut;Jugendarmut (%);%;2017;18.5;duesseldorf_Jugendarmut.csv
Düsseldorf, kreisfreie Stadt;Jugendarmut;Jugendarmut (%);%;2018;18.9;duesseldorf_Jugendarmut.csv
Düsseldorf, kreisfreie Stadt;Jugendarmut;Jugendarmut (%);%;2019;18.2;duesseldorf_Jugendarmut.csv
Düsseldorf, kreisfreie Stadt;Jugendarmut;Jugendarmut (%);%;2020;18.4;duesseldorf_Jugendarmut.csv
Düsseldorf, kreisfreie Stadt;Jugendarmut;Jugendarmut (%);%;2021;17.6;duesseldorf_Jugendarmut.csv
Düsseldorf, kreisfreie Stadt;Jugendarmut;Jugendarmut (%);%;2022;18.6;duesseldorf_Jugendarmut.csv
Düsseldorf, kreisfreie Stadt;Jugendarmut;Jugendarmut (%);%;2023;17.3;duesseldorf_Jugendarmut.csv
Düsseldorf, kreisfreie Stadt;Kinderarmut;Kinderarmut (%);%;2016;20.3;duesseldorf_Kinderarmut.csv
Düsseldorf, kreisfreie Stadt;Kinderarmut;Kinderarmut (%);%;2017;20.0;duesseldorf_Kinderarmut.csv
Düsseldorf, kreisfreie Stadt;Kinderarmut;Kinderarmut (%);%;2018;19.8;duesseldorf_Kinderarmut.csv
Düsseldorf, kreisfreie Stadt;Kinderarmut;Kinderarmut (%);%;2019;19.0;duesseldorf_Kinderarmut.csv
Düsseldorf, kreisfreie Stadt;Kinderarmut;Kinderarmut (%);%;2020;19.0;duesseldorf_Kinderarmut.csv
Düsseldorf, kreisfreie Stadt;Kinderarmut;Kinderarmut (%);%;2021;17.9;duesseldorf_Kinderarmut.csv
Düsseldorf, kreisfreie Stadt;Kinderarmut;Kinderarmut (%);%;2022;17.9;duesseldorf_Kinderarmut.csv
Düsseldorf, kreisfreie Stadt;Kinderarmut;Kinderarmut (%);%;2023;16.6;duesseldorf_Kinderarmut.csv
Düsseldorf, kreisfreie Stadt;Ladesäuleninfrastruktur;Ladesäuleninfrastruktur (Ladepunkte je 1.000 Einwohner:innen);Ladepunkte je 1.000 Einwohner:innen;2016;0.2;duesseldorf_Ladesaeuleninfrastruktur.csv
Düsseldorf, kreisfreie Stadt;Ladesäuleninfrastruktur;Ladesäuleninfrastruktur (Ladepunkte je 1.000 Einwohner:innen);Ladepunkte je 1.000 Einwohner:innen;2017;0.22;duesseldorf_Ladesaeuleninfrastruktur.csv
Düsseldorf, kreisfreie Stadt;Ladesäuleninfrastruktur;Ladesäuleninfrastruktur (Ladepunkte je 1.000 Einwohner:innen);Ladepunkte je 1.000 Einwohner:innen;2018;0.26;duesseldorf_Ladesaeuleninfrastruktur.csv
Düsseldorf, kreisfreie Stadt;Ladesäuleninfrastruktur;Ladesäuleninfrastruktur (Ladepunkte je 1.000 Einwohner:innen);Ladepunkte je 1.000 Einwohner:innen;2019;0.3;duesseldorf_Ladesaeuleninfrastruktur.csv
Düsseldorf, kreisfreie Stadt;Ladesäuleninfrastruktur;Ladesäuleninfrastruktur (Ladepunkte je 1.000 Einwohner:innen);Ladepunkte je 1.000 Einwohner:innen;2020;0.42;duesseldorf_Ladesaeuleninfrastruktur.csv
Düsseldorf, kreisfreie Stadt;Ladesäuleninfrastruktur;Ladesäuleninfrastruktur (Ladepunkte je 1.000 Einwohner:innen);Ladepunkte je 1.000 Einwohner:innen;2021;0.63;duesseldorf_Ladesaeuleninfrastruktur.csv
Düsseldorf, kreisfreie Stadt;Ladesäuleninfrastruktur;Ladesäuleninfrastruktur (Ladepunkte je 1.000 Einwohner:innen);Ladepunkte je 1.000 Einwohner:innen;2022;1.42;duesseldorf_Ladesaeuleninfrastruktur.csv
Düsseldorf, kreisfreie Stadt;Ladesäuleninfrastruktur;Ladesäuleninfrastruktur (Ladepunkte je 1.000 Einwohner:innen);Ladepunkte je 1.000 Einwohner:innen;2023;2.22;duesseldorf_Ladesaeuleninfrastruktur.csv
Düsseldorf, kreisfreie Stadt;Landschaftsqualität;Landschaftsqualität (Hemerobiewert);Hemerobiewert;2016;;duesseldorf_Landschaftsqualitaet.csv
Düsseldorf, kreisfreie Stadt;Landschaftsqualität;Landschaftsqualität (Hemerobiewert);Hemerobiewert;2017;;duesseldorf_Landschaftsqualitaet.csv
Düsseldorf, kreisfreie Stadt;Landschaftsqualität;Landschaftsqualität (Hemerobiewert);Hemerobiewert;2018;5.1;duesseldorf_Landschaftsqualitaet.csv
Düsseldorf, kreisfreie Stadt;Landschaftsqualität;Landschaftsqualität (Hemerobiewert);Hemerobiewert;2019;;duesseldorf_Landschaftsqualitaet.csv
Düsseldorf, kreisfreie Stadt;Landschaftsqualität;Landschaftsqualität (Hemerobiewert);Hemerobiewert;2020;5.1;duesseldorf_Landschaftsqualitaet.csv
Düsseldorf, kreisfreie Stadt;Landschaftsqualität;Landschaftsqualität (Hemerobiewert);Hemerobiewert;2021;5.1;duesseldorf_Landschaftsqualitaet.csv
Düsseldorf, kreisfreie Stadt;Landschaftsqualität;Landschaftsqualität (Hemerobiewert);Hemerobiewert;2022;;duesseldorf_Landschaftsqualitaet.csv
Düsseldorf, kreisfreie Stadt;Landschaftsqualität;Landschaftsqualität (Hemerobiewert);Hemerobiewert;2023;;duesseldorf_Landschaftsqualitaet.csv
Düsseldorf, kreisfreie Stadt;Langzeitarbeitslosenquote;Langzeitarbeitslosenquote (%);%;2016;3.9;duesseldorf_Langzeitarbeitslosenquote.csv
Düsseldorf, kreisfreie Stadt;Langzeitarbeitslosenquote;Langzeitarbeitslosenquote (%);%;2017;3.4;duesseldorf_Langzeitarbeitslosenquote.csv
Düsseldorf, kreisfreie Stadt;Langzeitarbeitslosenquote;Langzeitarbeitslosenquote (%);%;2018;3.0;duesseldorf_Langzeitarbeitslosenquote.csv
Düsseldorf, kreisfreie Stadt;Langzeitarbeitslosenquote;Langzeitarbeitslosenquote (%);%;2019;2.7;duesseldorf_Langzeitarbeitslosenquote.csv
Düsseldorf, kreisfreie Stadt;Langzeitarbeitslosenquote;Langzeitarbeitslosenquote (%);%;2020;3.2;duesseldorf_Langzeitarbeitslosenquote.csv
Düsseldorf, kreisfreie Stadt;Langzeitarbeitslosenquote;Langzeitarbeitslosenquote (%);%;2021;4.1;duesseldorf_Langzeitarbeitslosenquote.csv
Düsseldorf, kreisfreie Stadt;Langzeitarbeitslosenquote;Langzeitarbeitslosenquote (%);%;2022;3.5;duesseldorf_Langzeitarbeitslosenquote.csv
Düsseldorf, kreisfreie Stadt;Langzeitarbeitslosenquote;Langzeitarbeitslosenquote (%);%;2023;3.0;duesseldorf_Langzeitarbeitslosenquote.csv
Düsseldorf, kreisfreie Stadt;Liquiditätskredite;Liquiditätskredite (Euro je Einwohner:in);Euro je Einwohner:in;2016;471.0;duesseldorf_Liquiditaetskredite.csv
Düsseldorf, kreisfreie Stadt;Liquiditätskredite;Liquiditätskredite (Euro je Einwohner:in);Euro je Einwohner:in;2017;0.0;duesseldorf_Liquiditaetskredite.csv
Düsseldorf, kreisfreie Stadt;Liquiditätskredite;Liquiditätskredite (Euro je Einwohner:in);Euro je Einwohner:in;2018;0.0;duesseldorf_Liquiditaetskredite.csv
Düsseldorf, kreisfreie Stadt;Liquiditätskredite;Liquiditätskredite (Euro je Einwohner:in);Euro je Einwohner:in;2019;0.0;duesseldorf_Liquiditaetskredite.csv
Düsseldorf, kreisfreie Stadt;Liquiditätskredite;Liquiditätskredite (Euro je Einwohner:in);Euro je Einwohner:in;2020;246.0;duesseldorf_Liquiditaetskredite.csv
Düsseldorf, kreisfreie Stadt;Liquiditätskredite;Liquiditätskredite (Euro je Einwohner:in);Euro je Einwohner:in;2021;235.0;duesseldorf_Liquiditaetskredite.csv
Düsseldorf, kreisfreie Stadt;Liquiditätskredite;Liquiditätskredite (Euro je Einwohner:in);Euro je Einwohner:in;2022;112.0;duesseldorf_Liquiditaetskredite.csv
Düsseldorf, kreisfreie Stadt;Liquiditätskredite;Liquiditätskredite (Euro je Einwohner:in);Euro je Einwohner:in;2023;0.0;duesseldorf_Liquiditaetskredite.csv
Düsseldorf, kreisfreie Stadt;Luftschadstoffbelastung;Luftschadstoffbelastung (μg / m³);μg / m³;2016;12.72;duesseldorf_Luftschadstoffbelastung.csv
Düsseldorf, kreisfreie Stadt;Luftschadstoffbelastung;Luftschadstoffbelastung (μg / m³);μg / m³;2017;12.47;duesseldorf_Luftschadstoffbelastung.csv
Düsseldorf, kreisfreie Stadt;Luftschadstoffbelastung;Luftschadstoffbelastung (μg / m³);μg / m³;2018;11.08;duesseldorf_Luftschadstoffbelastung.csv
Düsseldorf, kreisfreie Stadt;Luftschadstoffbelastung;Luftschadstoffbelastung (μg / m³);μg / m³;2019;10.14;duesseldorf_Luftschadstoffbelastung.csv
Düsseldorf, kreisfreie Stadt;Luftschadstoffbelastung;Luftschadstoffbelastung (μg / m³);μg / m³;2020;9.2;duesseldorf_Luftschadstoffbelastung.csv
